id,title,region,full_address,email,phone,about
527,Pizza Pie Guys,Northwest,"5138 N 156th St, Omaha, NE 68116",dan@thepizzapieguys.com,(402) 715-5050,"Award-winning pizzas, burgers, and wings. Try our unique pizza combinations like Green Chili Enchilada, Carolina BBQ and Thai Peanut."
528,Pizza West,Northwest,"12301 W Maple Rd, near Tranquility Park, Omaha, NE 68164",,(402) 933-7501,"Pizza West is a locally owned family friendly pizza bar and grill with 2 locations in the Omaha metro area.  We offer delicious Pizza, Pasta, Wings, Sandwiches and Salads.  Both locations offer a party room that holds up to 45 people for business and family functions.  Full bar including wine and a nice selection of tap and craft beers. Pet friendly outdoor areas. Delivery and catering are available.  Pet friendly outdoor areas. www.pizzawest.com"
529,Pla Too Thai,Southwest,"5092 S 136th St, Omaha, NE 68137",,(402) 895-7788,Experience authentic Thai dishes with custom levels of spiciness.
530,Poke Boba House,Downtown / Old Market,"510 S 13th St, Omaha, NE 68102",,(402) 504-3777,A big menu of poke bowls and boba tea are now being served in the Old Market.
531,Pokéworks,Southwest,"10351 Pacific St #18, Omaha, NE 68114",,(402) 810-9659,"Build-your-own poke bowls, burritos, salads and more. Dedicated to offering superior responsibly-sourced seafood, Pokéworks is dedicated to offering the freshest seasonal and natural ingredients."
532,Porky Butts BBQ,Northwest,"15475 Ruggles St, Omaha, NE 68116",porkybuttsbbq@gmail.com,(531) 466-7343,"Finger-licking delicious ""low and slow"" pit BBQ done up right by award-winning BBQ Champion, Blane Hunter (AKA Mr. Porky Butts)."
533,PROOF - Whiskey Bar & Craft Cocktails,Midtown,"120 S 31st Ave #5105, Omaha, NE 68131",,(402) 933-5969,"Prohibition era style meets Urban upscale. Stop by for a drink to unwind at the end of a long day, or create social event for the weekend."
534,Pulled BBQ Omaha,Southwest,"11036 Elm St, Omaha, NE 68144",pulledbbqomaha@gmail.com,(402) 990-4925,"Located in Rockbrook Village, Pulled BBQ Omaha specializes in smoked pulled meat. All items are made from scratch, including our sauces and rubs!"
535,R.U.B - Rotisserie Urban Bistro,Central,"1917 S 67th St, Suite #110, Omaha, NE 68106",,,Family-owned South American-inspired premium rotisserie chicken or vegan platters and sandwiches served in a fast casual atmosphere.
536,Raising Cane's - Bellevue,South of Metro,"950 Cornhusker Rd, Bellevue, NE 68005",,(402) 401-6489,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
537,Raising Cane's - Council Bluffs,Council Bluffs,"2424 W Broadway, Council Bluffs, IA 51501",,(712) 322-2374,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
538,Raising Cane's - L Street,South Omaha,"5011 L St, Omaha, NE 68117",,(402) 506-6870,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
539,Raising Canes - 72nd & Dodge,Central,"7060 Dodge St, Omaha, NE 68132",,(402) 556-6127,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
540,Raising Canes - Millard,Southwest,"10808 Q St, Omaha, NE 68137",,(402) 502-5866,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
541,Raising Canes - W Center,Southwest,"14548 W Center Rd, Omaha, NE 68144",,(402) 334-1907,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
542,Raising Canes - W Maple,Northwest,"12930 W Maple Rd, Omaha, NE 68164",,(402) 496-5375,"Satisfy your craving for fresh, never-frozen premium chicken tenders and our secret Cane's Sauce in multiple locations throughout Omaha and the Omaha Metro Area."
543,Ramona's Mexican Restaurant,Northeast  / Airport,"8510 N 30th St, Omaha, NE 68112",,(402) 916-9165,"A Florence neighborhood institution, Ramona's Mexican Restaurant serves homestyle Mexican cuisine the whole family will enjoy. Offering outdoor dining, carry-out, and delivery."
544,Rathskeller Bier Haus,Central,"4524 Farnam St, Omaha, NE 68104",rathskeller@rathskelleromaha.com,(402) 991-7724,Feast on authentic wurst and stuffed pretzels or share a boot with friends. Check out this German Bier Hall for a fun night out.
545,Ray's Original Buffalo Wings,Midtown,"200 South 31st Ave 4103, Omaha, NE 68131",rayswings@yahoo.com,(402) 884-5300,"Omaha’s oldest and most authentic Wing place serving award-winning Traditional Buffalo Style Wings and other Buffalo, NY specialty menu items! Wings, Burgers, Philly’s, Beef on Weck, Steak and Cheese Sub, and so much more. Twenty-six big screen HDTV’S and one of Omaha’s best patios overlooking beautiful Turner Park. A wide selection of beers and a full bar make Ray’s the BEST Sports Bar in Midtown Omaha."
546,Reis Bakery,Southwest,"1314 S 119th St, Omaha, NE 68144",ReisBakeryOmaha@gmail.com,(531) 213-2739,Scratch-made baked goods with the highest quality ingredients.
547,Report In Pub,Southwest,"12100 W Center Rd #204, Omaha, NE 68144",,(402) 916-4438,"Welcome to the Report In Pub, a casual neighborhood pub with friendly service and a relaxed atmosphere. Catch a game, unwind with friends or grab some grub during your visit to Omaha.  We look forward to meeting you!"
548,Rib Shack Smoke House,Southwest,"10841 Q St, Suite 105, Omaha, NE 68137",ribshacksmokenhouse@gmail.com,(402) 502-6695,"Rib Shack Smoke House will keep you coming back for more with their St. Louis style ribs, jumbo smoked wings, fall-off-the-bone smoked turkey legs, creamy mac & cheese and delicious from-scratch desserts."
549,Rizin Japanese Ramen,Southwest,"2814 S 108th St, Omaha, NE 68144",,(402) 502-3189,"Perfectly cooked noodles, delectable broth and friendly service make this Rockbrook Village Ramen joint a popular place. Small plates to share, rice bowl dishes and sushi round out the menu."
550,ROAST Aksarben,Central,"1904 S 67th St, Omaha, NE 68106",roastmgmt@gmail.com,(402) 991-2326,"Real people serving real coffee. Located in the Aksarben Village entertainment district, ROAST will have you energized and ready to tackle your Omaha weekend."
551,ROAST Blondo,Northwest,"1919 Papillion Pkwy Suite 103, 116th and Blondo, Omaha, NE 68154",roastmgmt@gmail.com,(402) 502-2700,"Real people serving real coffee. Located at 116th & Blondo, ROAST will have you energized and ready to tackle your Omaha weekend."
552,Rocco's Pizza & Cantina,Downtown / Old Market,"1302 Mike Fahey, Omaha, NE 68102",,(402) 502-9893,"Located feet from TD Ameritrade Park and the CHI Health Center, Rocco's serves up pizza, apps, Mexican food, and cocktails in a fun and relaxed atmosphere. With plenty of seating, North Downtown's largest outdoor patio, and a private party room - Rocco’s is the perfect place to be before or after concerts, sporting events or any celebration."
553,Roxxy,Downtown / Old Market,"1150 Capitol Ave, Omaha, NE 68102",,,"Roxxy is a new retro bar concept celebrating individuality and the weirdness that makes all of us unique. Experience the 80s, 90s and 00s with a great DJ, full menu and drinks."
554,RTG on Center,Southwest,"8437 W Center Rd, Omaha, NE 68124",redeye.tavern@gmail.com,(402) 393-7775,"Delectable wings and pizza, cold drinks and 20 HD TVs to catch the game you're after."
555,Runza,Midtown,"2952 Farnam St, Omaha, NE 68131",,(402) 346-8551,"Stop in for a cozy and portable runza, aka ""a meal in a bunza."" It's a pocket of dough filled with beef, cabbage, seasonings, and sometimes cheese. This popular dish often ordered by the case, frozen, and taken home as a delicious souvenir.

12 Other Omaha Locations:

105th & Pacific - 10505 Pacific St

108th & Maple - 10705 Emmet St

108th & Q - 10769 Q St

132nd & Center - 13236 Arbor Plz

168th & Dodge - 430 N 168th Cir

168th & Harrison - 16836 Audrey St

171st & West Maple - 17120 Evans St

175th & Center - 17505 Gold Plz

50th & Center - 5051 Center St 

72nd & Pacific - 965 S 72nd St

77th & L - 4713 S 77th Ave

90th & Fort - 8920 Fort St"
556,Rusty Taco - Northwest,Northwest,"14919 W Maple Rd, Omaha, NE 68116",,(402) 934-9990,"Our Northwest Omaha location offers a unique atmosphere with upbeat music, fresh tacos, warm chips, and everything else that Rusty Taco has to offer."
557,Rusty Taco - Southwest,Southwest,"12995 W Center Rd, Omaha, NE 68144",,(402) 932-6936,"Our Southwest Omaha location offers a unique atmosphere with upbeat music, fresh tacos, warm chips, and everything else that Rusty Taco has to offer."
558,Saddle Creek Breakfast Club,Central,"8734 Pacific St, Omaha, NE 68114",chaseatscbc@icloud.com,(402) 932-5970,"Enjoy breakfast and lunch from a menu focused on traditional dishes with a modern approach, utilizing seasonal local products."
559,Saffron Urban Indian Kitchen,Central,"6706 Frances St, Omaha, NE 68106",,(531) 867-8593,"Co-owner and Executive Chef Diwesh Bhattarai invites you to Saffron, a contemporary casual restaurant where fusion Indian dishes are prepared for all to see. Enjoy an open dining concept full of greenery and light indoors, or dine outdoors on their outdoor patio. Don't miss out on their exquisite craft cocktails and an extensive wine list."
560,Saigon Restaurant,Southwest,"12100 W Center Rd, Omaha, NE 68144",,(402) 697-7000,Experience homestyle Vietnamese food and Asian fusion cuisine in a family-owned casual restaurant.
561,Salmex,Downtown / Old Market,"709 S 24th St, Omaha, NE 68102",salmexomaha@gmail.com,(402) 506-4591,Family-style restaurant proudly serving Mexican and Salvadorian cuisine.
562,Salted Edge,Southwest,"110 S 243rd St, Waterloo, NE 68069",ADMINS@salted-edge.com,(402) 625-3343,"Lake days aren’t complete without a relaxing waterfront oasis you can escape to for a drink and a bite to eat. Whether you’re into beer or fine wines, Salted EDGE is a humble abode where friends, families, and all walks of life can come together to experience a refined blend of upscale dining and lively, yet casual vibes and edgy times."
563,Salween Thai Restaurant - Ames,North Omaha,"6553 Ames Ave, Omaha, NE 68104",,(402) 934-5747,Family owned restaurant that specializes in spicy food ranging from 1-10 in hotness.
564,Salween Thai Restaurant - Northwest,Northwest,"14450 Eagle Run Dr, Omaha, NE 68116",,(402) 393-2084,Family owned restaurant that specializes in spicy food ranging from 1-10 in hotness.
565,Salween Thai Restaurant - Southwest,Southwest,"7425 Pacific St, Omaha, NE 68124",,(402) 614-4556,Family owned restaurant that specializes in spicy food ranging from 1-10 in hotness. d
566,Sam and Louie's New York Pizzeria Elkhorn,Northwest,"2949 N 204th St, Elkhorn, NE 68022",,(402) 575-5500,"Sam & Louie’s started out in Omaha, Nebraska in 1994. Sam & Louie’s is a casual, New York style pizzeria that is dedicated to providing a dining experience based on tradition, good service, family and fun. Every Sam & Louie’s pizza is made with a thin crust that is hand-tossed and stretched to create the familiar size, shape and taste that made New York pizzas famous."
567,Sam's Leon Mexican Food,South Omaha,"5014 S 20th St, Omaha, NE 68107",,(402) 733-3809,
568,Sand Point New England Fare,Northwest,"655 N 114th St, Omaha, NE 68154",sandpointomaha@gmail.com,,"Sand Point brings some of the family owners' favorite dishes from New England to the Omaha food community, including some from their food truck, Three Kids Lobster. Try fresh clam, shrimp or lobster. Sink into hearty clam chowder or lobster bisque. And choose from a variety of ""Maine"" courses."
569,Sea Thai,Central,"3157 Farnam St, #7106, Omaha, NE 68131",omahaseathai@gmail.com,(402) 502-1741,"Sea Thai offers fresh, classically prepared Thai food. Owner Preeda Joynoosaeng travels to Thailand each year to develop unique recipes that he brings back to Omaha. In addition to favorites like Basil chicken, Tom Yum soup, and Pad Thai, Sea Thai also offers Cajun seafood boil."
570,Sean O'Casey's,Southwest,"2523 S 140th Ave, Omaha, NE 68144",,(402) 593-1746,An comfortable Irish pub in southwest Omaha known for it's Reuben sandwich and daily soups.
571,Shahi India Grill,Downtown / Old Market,"1015 Farnam St, Omaha, NE 68102",info@shahiindiagrill.com,(402) 884-7320,Shahi India Grill in Omaha's Old Market Entertainment District serves up fine authentic Indian cuisine. Multiple vegetarian and vegan options are available.
572,Shandy's Bakery,Southwest,"13811 T Plz, Omaha, NE 68137",,(402) 340-9325,Shandy's Bakery specializes in Swedish breads and treats along with other mouth-watering baked goodies the whole family will enjoy.
573,Siam Cuisine,South of Metro,"11796 S 25th St, Bellevue, NE 68123",,(402) 292-7215,Daily lunch buffet with great prices and great service!
574,Sips on 10th,Downtown / Old Market,"1022 S 10th St, Omaha, NE 68108",sipson10th@gmail.com,(402) 885-4252,"An exciting Champagne and wine experience, serving heavy apps and fun weekend brunches, beer and cocktails."
575,Site-1 Brewing,Midtown,"2566 Farnam St, Omaha, NE 68131",,(402) 502-1843,"Local brewery with award-winning 16 beers on tap brewed here on site at Site-1 Brewing. A snack menu, robust wine list and cocktail lineup accompany the beer selections. We boast our non-alcoholic menu too! Everyone is welcome."
576,Skyybox Grill and Bar,Southwest,"6720 S 168th St, Omaha, NE 68135",,(402) 934-7060,"Make new friends, catch the game, or enjoy time with the family at Skyybox Grill and Bar. Live music every Friday night."
577,Smash Park,South of Metro,"8121 S 125th St, La Vista, NE 68128",omaha@smashpark.com,(402) 877-8770,"Smash Park is your destination for family fun with pickleball, axe throwing, duckpin bowling, table tennis, karaoke, party darts, arcade and lawn games. A gastropub menu features shareables, salads, handhelds, entrees, brunch, kids items and more, including gluten-free offerings. A full bar serves cocktails, beer, wine, soft drinks and smoothies."
578,Smitty's Garage Burgers and Beer,Southwest,"3309 Oak View Dr, Omaha, NE 68144",,(402) 504-3737,"The Garage was created when three men sat down one day and wanted to offer the best tasting burgers and fresh cut fries. They started experimenting and came up with what we think is the finest hamburger in town with a touch of MAGIC. The Garage offers everything from bison, turkey, Angus beef, and veggie burgers to fork & knife hotdogs, tasty tacos, fresh fries loaded with awesome toppings, and a beer list that is taken seriously."
579,Smokin' Oak Wood-Fired Pizza & Taproom,Midtown,"220 S 31st Ave Suite 3103, Omaha, NE 68131",,(531) 466-1264,"Fresh ingredients and made-from-scratch recipes combined with perfectly textured crust and the flavor of seasoned oak helps to create some of the most flavorful pizza you'll ever eat. Enhance your wood-fired pizza experience at Smokin’ Oak Pizza Taproom, where a self-serve tap wall features over 25 drinks on tap, including beers, wines, ciders, and mixed cocktails."
580,Smoking Jay's BBQ,South Omaha,"2524 S 13th St, Omaha, NE 68108",,(402) 763-9071,"Prepared with love, Smoking Jay's serves up classic barbecue slathered in the sauces you love."
581,Society 1854,Downtown / Old Market,"222 N 10th St, Omaha, NE 68102",,(402) 807-8000,"Regionally inspired food and drinks with a focus on Omaha flavor, Society 1854 adds a culinary spark to the Capitol District."
582,Sofra Kitchen,Midtown,"220 S 31st Ave #3101, Omaha, NE 68131",,(402) 305-5571,"Sofra Kitchen is a full-service restaurant serving breakfast and lunch. Unique dishes include the Truffle Shrimp roll made with a French brioche, Lox Avocado toast and the BLT Benedict, as well as classic items such as the Sofra Burger, which is a take on the famous ‘Big Mac’."
583,Sozo Coffeehouse,Downtown / Old Market,"1314 Jones St, Omaha, NE 68102",,(402) 671-0450,Cozy up with your favorite coffee or a Sozo original concoction and enjoy the relaxing atmosphere. Check out local artwork and enjoy live music on the weekends. Rental space available for private events.
584,Spare Time Omaha,Southwest,"17202 Lakeside Hills Plz, Omaha, NE 68130",sales_omaha@bowlne.com,(402) 378-9994,Bring your competitive spirit and show off your skills at luxury bowling. Level up your gaming experience in the arcade. Thrill at the chase in laser tag. Or unlock the mystery of an escape room. So much fun is waiting -- as are hand-tossed pizzas and chef-crafted burgers.
585,SPIN Neapolitan Pizza West,Southwest,"17520 Wright St, Omaha, NE 68130",,(402) 991-7701,"SPIN! is a relaxed neighborhood spot for eating, drinking and hanging. Enjoy hand-spun pizzas topped with fresh ingredients made in true Neapolitan fashion - thin, crispy, bubbly and full of flavor."
586,Spirit World,Central,"6680 Center St, Omaha, NE 68106",,(402) 391-8680,"Spirit World is a locally owned wine and spirits retailer and gourmet café with a passion for making everyday occasions special and memorable through exceptional food and spirits. Our retail selection is the largest in town, with a particular focus on rare, unique, and hard to find products

Spirit World’s café fare is made with real ingredients from original recipes, resulting in food that is fresh, unique, and high-quality. We offer dine-in, delivery, catering and outdoor seating."
587,Square Donut,Northwest,"15825 W Maple Rd Suite 104, Omaha, NE 68116",hello@squaredonutomaha.com,(402) 359-1555,"Handcrafted, square-shaped donuts made with love. Vegan options available."
588,Stella's Bar and Grill,South of Metro,"106 S Galvin Rd, Bellevue, NE 68005",eat@stellasbarandgrill.com,(402) 291-6088,"Known for ""World Famous Hamburgers"" - Stella's challenges you to take down The Stellanator.  This  succulent burger transforms your plate into a foundation for a skyscraper constructed out of meat, cheese, bacon and all your favorite toppings."
589,Stir Coffee Bar,Southwest,"16950 Wright Plz Suite 137, Omaha, NE 68130",tiffany@stircoffeeco.com,(402) 575-5848,Stir Coffee Bar offers high-quality coffee along with tea and small foods. The space at Stir was built to promote human connections made in or near our community.
590,Stokin' Goat,Northwest,"15805 W Maple Rd Suite 101, Omaha, NE 68116",stokingoat@restaurantsinc.net,(402) 916-9011,"A fun, casual establishment featuring chef made creations highlighted in affordable and delicious dishes."
591,Stories Coffee - Midtown Crossing,Midtown,"3201 Farnam St #6112, Omaha, NE 68131",,(531) 710-4825,People. Love. Coffee. Stories Coffee Company is a local coffee shop and roastery that serves high-quality coffee. This Midtown Crossing location has a cozy fireplace and a big wooden table to spread out with your besties.
592,Stories Coffee Company,Southwest,"11432 Davenport St, Omaha, NE 68154",contact@storiescoffeecompany.com,(531) 213-2742,People. Love. Coffee. Stories Coffee Company is a local coffee shop and roastery that serves high quality coffee while giving back to the Omaha community.
593,Sugar Coma Custom Treats,Southwest,"14236 U St, Omaha, NE 68137",sugarcomatreats@gmail.com,(402) 795-1975,"Locally-owned bakery offering cookies, cakes, and customizable treats for your next event."
594,Sugared Ledge,West of Omaha,"110 N 243rd St, Suite 102, Waterloo, NE 68069",,(531) 710-3343,"Sugared Ledge Bakery serves freshly made donuts, custom cakes, handheld cakes and coffee at two locations, one in Waterloo and one in Elkhorn."
595,Summer Kitchen Cafe,Southwest,"1130 Sterling Ridge Dr, Omaha, NE 68154",,(402) 498-2800,"Summer Kitchen Cafe offers homemade Midwestern classics for breakfast, lunch, and dinner. Featuring a bakery with freshly made goodies and Scooter's coffee."
596,Summer Kitchen Cafe - La Vista,South of Metro,"12010 Giles Rd, La Vista, NE 68128",,(402) 498-2800,"Summer Kitchen Cafe offers homemade Midwestern classics for breakfast, lunch, and dinner. Featuring a bakery with freshly made cinnamon rolls, cookies, brownie bars, pies, and cakes."
597,Sunnyside on Center,Central,"3528 Center St, Omaha, NE 68105",sunnysideomahane@gmail.com,(531) 444-5135,"Local friendly breakfast spot serving up classic diner food in a fast-casual way. Build your own burrito or order from a menu of quesadillas, biscuits and gravy, breakfast combos, and more. Just don't forget to add the green chili sauce!"
598,Swartz's Delicatessen,Southwest,"8718 Pacific St, Omaha, NE 68114",info@swartzsdeli.com,(402) 905-2792,"Beauty, flavor and authenticity are the cornerstones of this traditional New York style delicatessen. Great for all day breakfast, weekend brunch, or the cities only house braised Reuben sandwich a not to be missed pit-stop to refuel during your Omaha visit."
599,Swine Dining,South of Metro,"204 E Mission Ave, Bellevue, NE 68005",,(402) 292-7427,"Swine Dining wasn't named best BBQ in Omaha by Sarah Baker Hansen of Omaha World-Herald for nothing. Try their award-winning BBQ ribs, brisket and pork for yourself in their laid-back atmosphere."
600,T O 5 Bollywood Grill,Central,"7515 Pacific St, Omaha, NE 68124",info@to5bollywoodgrill.com,(531) 867-3183,Indian classics served with a side of Bollywood romance. Guests recommend the butter chicken.
601,Table Grace Cafe,Downtown / Old Market,"1611 1/2 Farnam St, Omaha, NE 68102",mweber@tablegraceministries.org,(402) 965-1276,"You're not likely to find a more socioeconomically diverse crowd in downtown Omaha than the one tucking into lunch at Table Grace Cafe. That's because the nonprofit eatery serves anyone who walks through the door; they then pay what they can or volunteer their time to help out. The food, meanwhile, is attractive to anyone with a palate for gourmet yet unpretentious meals. The ever-changing menu always features several salads, soups, and whole-wheat pizzas."
602,Taco Co.,Central,"6108 Maple St, Omaha, NE 68104",,(531) 365-2820,"Based on original family recipes, Taco Co. serves up a unique puffy shell recipe, housemade guac, delicious salsas, and hearty nachos. Enjoy comforting food in a cool atmosphere. During warmer months, check out the Taco Co. Margarita Garden."
603,Tanner's Bar & Grill,Southwest,"1202 S 119th St, Omaha, NE 68135",,(402) 614-7923,"Bar & grill serving pub grub, burgers, sandwiches & wings in a casual space with TVs."
604,Tanner's Bar & Grill - Maple,Northwest,"15505 Ruggles St, Omaha, NE 68116",,(402) 884-5100,"Bar & grill serving pub grub, burgers, sandwiches & wings in a casual space with TVs."
605,Tanner's Bar & Grill - Ralston,Southwest,"7340 Harrison St, Omaha, NE 68127",,(402) 506-5502,"Bar & grill serving pub grub, burgers, sandwiches & wings in a casual space with TVs."
606,Taqueria El Rey Food Truck,South Omaha,"2900 Leavenworth St, Omaha, NE 68105",,(402) 502-0674,Enjoy a wide variety of Mexican dishes.
607,Taqueria Los Compadres,Southwest,"10904 Q St, Omaha, NE 68137",,(402) 916-5218,Family-friendly dining featuring authentic Mexican plates at great prices.
608,Taqueria Tijuana,South Omaha,"5139 S 24th St, Omaha, NE 68107",,(402) 731-1281,"Chill place for tacos, burritos & quesadillas with handmade tortillas and choose-your-own fillings."
609,Tasty Pizza,Central,"1418 S 60th St, Omaha, NE 68106",info@tastypizzaomaha.com,(531) 999-1246,"A cozy pizza spot using a variety of fresh ingredients to deliver 8"" pizza meals for hungry visitors."
610,Tavern 180,Southwest,"203 N 180th St, Omaha, NE 68118",,(402) 905-0153,An ever-changing and evolving menu showcasing local chef talents. Find a unique twists on the classic Omaha steaks and fresh seafood dishes. Perfect for an upscale night out.
611,Ted and Wally's Premium Ice Cream - Benson,Central,"6023 Maple St, Omaha, NE 68104",,(402) 551-4420,"A sweet Omaha institution churning up fresh homemade ice cream flavors daily, such as Caramel Pecan Pie and Cosmo Coffee Crunch."
612,Texas de Brazil,Downtown / Old Market,"1110 Capitol Ave, Omaha, NE 68102",customerrelations@texasdebrazil.com,(402) 783-8777,"Texas de Brazil is an authentic churrascaria featuring a continuous dining experience that blends the culture of Brazil with the hospitality of Texas in an extravagant atmosphere. The menu features a vast selection of grilled meats, a 50-item salad area, an award-winning wine list and dessert selections. Regular dinner includes meat and salad service for one flat price, with a salad area-only option available."
613,Thai Esarn Cuisine,Northwest,"555 N 155th Plz, Omaha, NE 68154",wo.thaiesarn@gmail.com,(402) 493-9944,Offering authentic cuisine from northwestern Thailand. Stop in and say Sawatdee!
614,The Banh Mi Shop,South of Metro,"923 Galvin Rd S #101, Bellevue, NE 68005",,(402) 932-1797,Enjoy healthy food in a fast and friendly atmosphere. The Banh Mi Shop specializes in Vietnamese sandwiches made with fresh meat and veggies. These sandwiches pair perfectly with a variety of bubble teas.
615,The Blackstone Meatball,Midtown,"3910 Harney St, Omaha, NE 68131",hello@theblackstonemeatball.com,(402) 715-5009,"Italian favorites made from scratch with locally sourced ingredients. It's all about the meatball - pick your style, pick a ball, and pick the sauce."
616,The Blackstone Meatball West,Southwest,"18101 Chicago St, Omaha, NE 68022",hello@theblackstonemeatball.com,(402) 502-4782,"Italian favorites made from scratch with locally sourced ingredients. It's all about the meatball - pick your style, pick a ball, and pick the sauce."
617,The Brunch Box,Downtown / Old Market,"1308 Jackson St, Omaha, NE 68102",Stephanie@brunchboxomaha.com,(402) 401-6692,"Discover Brunch Box, Omaha's newest brunch hotspot. With a trendy and inviting atmosphere, their menu features a creative twist on classic brunch favorites with vegan and gluten-free variations. From fluffy waffles to savory breakfast pizza, there's something for everyone."
618,The Bubbly Tart,Central,"3020 Leavenworth St Suite 1, Omaha, NE 68105",chelsie@thebubblytart.com,(402) 315-9833,"Pastry chef and owner Chelsie Schroeder's dessert journey has brought her to her first bricks-and-mortar location, The Bubbly Tart. Offering everything from French macarons and custom cakes to unique cookies and whimsical unicorn cakesicles, The Bubbly Tart makes enjoying dessert a memorable experience. Open for carryout only."
619,The Burlington League,Downtown / Old Market,"1002 S 10th St, Omaha, NE 68108",theburlingtonleague@gmail.com,(402) 885-8927,"What do you get when you mix a gastropub with a casual sports bar? The Burlington League.  Take a culinary walk on the wild side with fun menu items (think a macaroni and cheese burger and gourmet corn dogs).  Sit down, relax and enjoy!"
620,The Cabin Bar & Grill,North Omaha,"9226 Mormon Bridge Rd, Omaha, NE 68152",cabin6300@yahoo.com,(402) 453-6300,"A casual lodge-like restaurant and bar serving American fare and plenty of entertainment including pool tables, video games, and karaoke."
621,The Caddy Shack Bar & Grill - West,South of Metro,"7007 S 181st St, Omaha, NE 68136",,(402) 905-3669,"Drinks, food, and a sport for every season can be enjoyed at Caddy Shack Sports Bar & Grill."
622,The Casual Pint,Southwest,"8718 Countryside Plz, Omaha, NE 68114",countrysidevillage@thecasualpint.com,(402) 919-7468,"The Casual Pint is an upscale craft beer market offering a full bar and delicious food. Expert ""beer-tenders"" are on hand to help you explore the world of craft beer."
623,The Cheese Life,Default Region,"Check for locations on Facebook, Omaha, NE 68111",themoecrew@hotmail.com,(402) 319-6919,Cheese please! This specialty food truck can be found in and around the Omaha area serving up cheesy delights. Be sure to try the frots (fries and tots) covered in delicious queso and an ooey-gooey cheesy BLT.
624,The Churro Spot,South Omaha,"1319 S 50th St, Omaha, NE 68106",the.churrotruck.omaha@gmail.com,(531) 999-1795,"A food truck so popular it opened a brick-and-mortar location, The Churro Spot is your go-to stop for authentic Mexican delights. Enjoy lunch or dinner from a menu of tacos, quesadillas, sopes, burritos and nachos. Sip on horchata made in-house from fresh ingredients, and end your meal with a tasty churro in flavors like Bavarian cream, Oreo and Cajeta (a Mexican caramel sauce)."
625,The Committee Chophouse,Midtown,"302 S 36th St, Omaha, NE 68131",info@TheCommitteeChophouse.com,(531) 721-2294,"Modern dining with a storied past. Enjoy tableside dishes, steaks cooked to perfection at 1,200 degrees, boozy martinis, and great conversation with familiar faces or new comrades. Finish off your dinner with cocktails in the world famous Cottonwood Room."
626,The Corner Kick Cantina - Millard,Southwest,"13806 P St, Omaha, NE 68137",,(402) 715-5725,"Here at The Corner Kick we think tacos should  be made as authentic Mexican comfort food with all natural braised and grilled meats, locally made yellow maiz tortillas, and salsas made from scratch. When enjoying a taco at The Corner Kick, know that it is a slow cooked taco served fast."
627,The Dapper Doughnut,Southwest,"16827 Q St, Omaha, NE 68135",omahasw@thedapperdoughnut.com,(531) 867-3886,"Hot mini doughnuts are made fresh at the counter at this sweet West Omaha eatery. Enjoy some of your favorite classic treat flavors in doughnut form, like S'Mores, Funnel Cake, Birthday Cake, and more."
628,The Gallery by Wendy Deane,West of Omaha,"207 North Spruce St, Valley, NE 68064",wendydeanevalley@gmail.com,(402) 660-7040,This art gallery also hosts high teas and parties. Settle in for the view -- or for the lovely refreshments.
629,The Good Life Sports Bar & Grill,Southwest,"1203 S 180th St, Omaha, NE 68130",thegoodlifesportsbarandgrill@yahoo.com,(402) 933-2947,"Over 35 flat screen TVs, a full bar and and a cheer-friendly atmosphere makes The Good Life Sports Bar a hot spot for anyone wanting a cold beer with friends. 
Other TGL Locations:
TGL At The Creek - (531) 365-3199
20231 Manderson St |Elkhorn, NE 68022
The GL Lounge - (513) 222-8389
1129 S 180th St | Omaha, NE 68130
TGL Papillion - (402) 315-9007
11336 S 96th St | Papillion, NE 68046"
630,The Grove Juicery & Wellness Bar,Downtown / Old Market,"2401 Farnam St, Omaha, NE 68131",,(402) 999-8286,
631,The Hoppy Taco,Central,"5003 Underwood Ave, Omaha, NE 68132",,(402) 505-4633,"Two food passions–craft beer and street tacos–join forces at this casual joint in Omaha's historic Dundee neighborhood. Boasting ""slow cooked tacos served fast,"" The Hoppy Taco serves up authentic Mexican food made with fresh ingredients, and natural braised and grilled meats. Just don't forget to order a craft beer or margarita on the side."
632,The La Vista Nines,South of Metro,"12520 Westport Pkwy, La Vista, NE 68128",,(402) 331-7400,"Casual dining in a contemporary setting. The La Vista Nines offers a mix of low fat, vegetarian, and classic dishes all made with fresh, seasonal ingredients."
